No,store,address,phone,address2,경도,위도,상태
149,송도홈플러스점,인천광역시 연수구 송도국제대로 165(송도동) 홈플러스송도점1층  ,032-822-5905,인천광역시 연수구 송도국제대로 165(송도동) 홈플러스송도점1층,126.656372012297,37.3802260428978,정좌표
150,올림픽공원북2문앞점,서울시 강동구 강동대로193 1층  ,02-471-2372,서울특별시 강동구 강동대로193 1층,127.128015068867,37.5245638777194,정좌표
151,고대참살이길점,"서울시 성북구 인촌로24길 25 (안암동5가) 2층,3층  ",02-923-7735,"서울특별시 성북구 인촌로24길 25 (안암동5가) 2층,3층",126.59744389554,35.5379610601319,인근좌표
152,삼성역글라스타워뒷점,서울시 강남구 영동대로85길 9 (대치동) 서전빌딩1층  ,02-552-3363,서울특별시 강남구 영동대로85길 9 (대치동) 서전빌딩1층,127.062897125681,37.5070899288338,정좌표
153,범계역로데오점,경기도 안양시 동안구 평촌대로 223번길 41(호계동 1045-9) 2층  ,031-476-9082,경기도 안양시 동안구 평촌대로 223번길 41(호계동 1045-9) 2층,126.953511465881,37.3904892823284,정좌표
154,포스코옆삼성로86길점,서울특별시 강남구 삼성로86길 11 거봉빌딩 1층  ,02-569-7501,서울특별시 강남구 삼성로86길 11 거봉빌딩 1층,127.05829351691,37.5058954491625,정좌표
155,상암한국지역정보개발원점,서울시 마포구 성암로301 KLID한국지역정보개발원 1층  ,02-376-9162,서울특별시 마포구 성암로301 KLID한국지역정보개발원 1층,126.887937754188,37.5824688690891,정좌표
156,판교알파돔시티점,경기도 성남시 분당구 판교역로145(백현동) 판교알파돔 C2-3블럭 1층  ,031-8017-8556,경기도 성남시 분당구 판교역로145(백현동) 판교알파돔 C2-3블럭 1층,127.109158765749,37.3941787797925,정좌표
157,대치동나무병원점,서울특별시 강남구 영동대로 225 나무병원1층 (대치동994-5)  ,02-562-9605,서울특별시 강남구 영동대로 225 나무병원1층 (대치동994-5),127.067631441999,37.4992576835937,정좌표
158,분당정자점,경기도 성남시 분당구 정자일로 227(정자동) 백궁지엔느주차전용빌딩 1층  ,031-786-1906,경기도 성남시 분당구 정자일로 227(정자동) 백궁지엔느주차전용빌딩 1층,127.10560367085,37.3707085878708,정좌표
159,신논현역점,서울특별시 강남구 봉은사로108 글라스톤빌딩1층  ,02-569-9061,서울특별시 강남구 봉은사로108 글라스톤빌딩1층,127.025592535635,37.5045348638019,정좌표
160,강서그랜드아이파크점,서울시 강서구 화곡6동 1095번지 1층  ,02-2699-7462,서울특별시 강서구 화곡6동 1095번지 1층,126.851224794171,37.5548423668596,정좌표
161,상암DDMC점,서울시 마포구 상암동 1610번지 DDMC 지하 1층  ,02-375-0994,서울특별시 마포구 상암동 1610번지 DDMC 지하 1층,126.892887984753,37.5784425695549,정좌표
162,연대동문회관점,"서울시 서대문구 대신동 50-5 1층,2층(B동)  ",02-362-8301,"서울특별시 서대문구 대신동 50-5 1층,2층(B동)",126.943223869669,37.5630824725288,정좌표
163,평촌점,"경기도 안양시 동안구 시민대로327번길 6, W 에이스타워 1층  ",031-426-9065,"경기도 안양시 동안구 시민대로327번길 6, W 에이스타워 1층",126.966964076463,37.3966496454668,정좌표
164,마두역점,경기도 고양시 일산동구 중앙로 1193 마두법조빌딩 1층  ,031-932-7018,경기도 고양시 일산동구 중앙로 1193 마두법조빌딩 1층,126.776627382486,37.6530938686696,정좌표
165,수원역점,"경기도 수원시 팔달구 매산로 11,  2층  ",031-248-9593,"경기도 수원시 팔달구 매산로 11, 2층",127.002725278192,37.2674456825952,정좌표
166,부천역점,경기도 부천시 부천로4 2층  ,032-668-7890,경기도 부천시 부천로4 2층,126.783490519661,37.4844672265398,정좌표
167,장안점,"서울시 동대문구 장안동 372-1, 1층 일부 및 2층 전체  ",02-2249-9826,"서울특별시 동대문구 장안동 372-1, 1층 일부 및 2층 전체",127.07047550954,37.5709384051131,정좌표
168,서초역1번출구점,서울시 서초구 서초대로 250 스타갤러리 브릿지 1층 101호  ,02-598-7741,서울특별시 서초구 서초대로 250 스타갤러리 브릿지 1층 101호,127.009173191691,37.4919738725936,정좌표
169,수원망포역점,경기도 수원시 영통구 영통로 214번길 8 1층  ,031-273-8751,경기도 수원시 영통구 영통로 214번길 8 1층,127.057576165155,37.2462315851233,정좌표
170,대치사거리점,서울시 강남구 삼성로 352 창진빌딩 1층 및 2층  ,02-569-9751,서울특별시 강남구 삼성로 352 창진빌딩 1층 및 2층,127.059072584606,37.5030444768878,정좌표
171,매헌역점,서울시 서초구 동산로 1  1층  ,02-2058-0921,서울특별시 서초구 동산로 1 1층,127.040136141619,37.46900213513,정좌표
172,문래동점,서울시 영등포구 문래동6가 5번지 1층  ,02-2069-3157,서울특별시 영등포구 문래동6가 5번지 1층,126.889018238124,37.5196355214307,정좌표
173,해운대점,부산시 해운대구 해운대 해변로277 다옴빌딩1층  ,051-746-8214,부산광역시 해운대구 해운대 해변로277 다옴빌딩1층,129.161555483453,35.159884080516,정좌표
174,역삼동태광타워점,서울시 강남구 역삼동 718-20  태광타워 1층  ,02-569-9867,서울특별시 강남구 역삼동 718-20 태광타워 1층,127.039860381248,37.5010114706509,정좌표
175,수지동천점,경기 용인시 수지구 손곡로 95 송란빌딩 1층  ,031-896-9044,경기도 용인시 수지구 손곡로 95 송란빌딩 1층,127.091808490387,37.3359641247666,정좌표
176,파주운정홈플러스점,경기도 파주시 청암로 17번길 17 1층  ,031-949-1408,경기도 파주시 청암로 17번길 17 1층,126.736760178062,37.7295684360737,정좌표
177,잠원논현역점,서울시 서초구 신반포로47길 5 건물전체 1~3층  ,02-541-7404,서울특별시 서초구 신반포로47길 5 건물전체 1~3층,127.019444656562,37.5109480470485,정좌표
178,천호역점,서울시 강동구 올림픽로 659 쌍용플래티넘리버 1층  ,02-488-5912,서울특별시 강동구 올림픽로 659 쌍용플래티넘리버 1층,127.123564721899,37.5403044094731,정좌표
179,강남대점,경기도 용인시 기흥구 강남로 3 강남앤플러스 1층  ,031-693-6312,경기도 용인시 기흥구 강남로 3 강남앤플러스 1층,127.126133171929,37.2710511837533,정좌표
180,홍대역8번출구점,서울시 마포구 양화로18안길 7 2층  ,02-338-9463,서울특별시 마포구 양화로18안길 7 2층,126.925092333671,37.556834418368,정좌표
181,산본역점,경기도 군포시 광정로58 1층 104호 및 2층  ,031-399-8812,경기도 군포시 광정로58 1층 104호 및 2층,126.930981452688,37.3585070922656,정좌표
182,안양1번가점,경기도 안양시 만안구 안양로304번길 12 세진빌딩 2층  ,031-468-9096,경기도 안양시 만안구 안양로304번길 12 세진빌딩 2층,126.921929611723,37.3994137484092,정좌표
183,원주AK플라자점,강원도 원주시 봉화로1 AK플라자원주점 1층  ,033-748-0631,강원도 원주시 봉화로1 AK플라자원주점 1층,127.927644206997,37.3456799379522,정좌표
184,송파파크하비오B1점,"서울특별시 송파구 송파대로 111, 송파 파크하비오 하비오길 극장로 203동 지하1층  ",02-449-6797,"서울특별시 송파구 송파대로 111, 송파 파크하비오 하비오길 극장로 203동 지하1층",127.124004886795,37.4814909041164,정좌표
185,화정중앙공원점,경기도 고양시 덕양구 화신로260번길 26 동민프라자 1층 103~107호  ,031-979-9402,경기도 고양시 덕양구 화신로260번길 26 동민프라자 1층 103~107호,126.832993314907,37.6317423265832,정좌표
186,강남역12번출구점,서울특별시 강남구 테헤란로 111 2층  ,02-569-5838,서울특별시 강남구 테헤란로 111 2층,127.029281773567,37.498881249763,정좌표
187,서초부띠크모나코점,서울특별시 서초구 서초대로 397 부띠크모나코 1층  ,02-537-4662,서울특별시 서초구 서초대로 397 부띠크모나코 1층,127.024516062642,37.497433509933,정좌표
188,송파파크하비오점,서울특별시 송파구 송파대로 111 송파파크하비오 205동 1층 110-113  ,02-449-6881,서울특별시 송파구 송파대로 111 송파파크하비오 205동 1층 110-113,127.124004886795,37.4814909041164,정좌표
189,문정역엠스테이트점,서울 송파구 문정동 643-1번지 엠스테이트 B동 지하1층  ,02-6177-9080,서울특별시 송파구 문정동 643-1번지 엠스테이트 B동 지하1층,127.115462655689,37.4817679189959,인근좌표
190,상봉역점,서울특별시 중랑구 망우로 291 1층  ,02-493-8902,서울특별시 중랑구 망우로 291 1층,127.084790231436,37.5964445532951,정좌표
191,강동경희대병원앞점,서울특별시 강동구 동남로 885 양지빌딩 1층  ,02-481-9938,서울특별시 강동구 동남로 885 양지빌딩 1층,127.155976579767,37.5526537835096,정좌표
192,노원역점,"서울시 노원구 노해로 490, 길빌딩 2층  ",02-952-9577,"서울특별시 노원구 노해로 490, 길빌딩 2층",127.062413341142,37.6544133885747,정좌표
193,합정역점,"서울시 마포구 독막로 13, 2층  ",02-338-9178,"서울특별시 마포구 독막로 13, 2층",126.915065069999,37.548812757592,정좌표
194,종각역점,서울시 종로구 종로 70 2층  ,02-739-6268,서울특별시 종로구 종로 70 2층,126.985172068569,37.5699153213727,정좌표
195,평택소사점,"경기도 평택시 평남로 862, 로이드빌딩 1층  ",031-692-2405,"경기도 평택시 평남로 862, 로이드빌딩 1층",127.111502119513,37.000468754791,정좌표
196,몽촌토성역점,"서울시 송파구 방이동 44-2, 장은빌딩 1층  ",02-2141-0407,"서울특별시 송파구 방이동 44-2, 장은빌딩 1층",127.11275694757,37.5169218823885,정좌표
197,도곡동지오빌딩점,"서울특별시 강남구 도곡동 543-1, 지오빌딩 B1층  ",02-2058-3027,"서울특별시 강남구 도곡동 543-1, 지오빌딩 B1층",127.041650859995,37.4922289032586,정좌표
198,강북구청앞점,"서울특별시 강북구 한천로 139길 25, 1층 일부 및 2층 (수유동 191-70)  ",02-994-8878,"서울특별시 강북구 한천로 139길 25, 1층 일부 및 2층 (수유동 191-70)",127.02572501599,37.6390954281433,정좌표
199,송도트리플스트리트점," 인천 연수구 송도과학로 16번길 33-4 D동 119호,207호  ",032-310-9644,"인천광역시 연수구 송도과학로 16번길 33-4 D동 119호,207호",126.662841764786,37.3786608403105,정좌표
200,구의삼성쉐르빌점,서울특별시 광진구 구의강변로 106 삼성쉐르빌 1층  ,02-2201-8953,서울특별시 광진구 구의강변로 106 삼성쉐르빌 1층,127.094897658169,37.5398580173538,정좌표
201,여의도SK증권빌딩점,서울특별시 영등포구 국제금융로8길31 여의도SK증권빌딩점 1층  ,02-6484-5150,서울특별시 영등포구 국제금융로8길31 여의도SK증권빌딩점 1층,126.928066753469,37.5197470807954,정좌표
202,현대시티몰가든파이브점,서울특별시 송파구 충민로 66 가든파이브 라이프동 테크노관 1층  ,02-2673-2110,서울특별시 송파구 충민로 66 가든파이브 라이프동 테크노관 1층,127.124961628285,37.4776147414788,정좌표
203,합정푸르지오점,"서울특별시 마포구 월드컵로 3길14, 푸르지오2차 227,.228.229호  ",02-338-7684,"서울특별시 마포구 월드컵로 3길14, 푸르지오2차 227,.228.229호",126.912343383537,37.5510356647323,정좌표
204,위례2차아이파크점,서울시 송파구 위례광장로 230 위례2차 아이파크 B동 1층  ,02-449-9703,서울특별시 송파구 위례광장로 230 위례2차 아이파크 B동 1층,127.143401813984,37.4794294960955,정좌표
205,혜화역1번출구점,서울특별시 종로구 대학로 128 2층  ,02-766-7937,서울특별시 종로구 대학로 128 2층,127.002162654007,37.582714120461,정좌표
206,한성대입구역점,서울특별시 성북구 삼선교로 12 1층  ,02-766-7951,서울특별시 성북구 삼선교로 12 1층,127.007140814724,37.5875887539324,정좌표
207,한티역디마크빌딩점,서울특별시 강남구 도곡로 408 디마크빌딩 1층  ,02-2052-6590,서울특별시 강남구 도곡로 408 디마크빌딩 1층,127.055232859062,37.4966214153821,정좌표
